check,date,year,weeknum,buoy,buoy_lat,buoy_long,depth_cat,depth_m,replicate,param,units,value,notes
896,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,1,NO3,ugL,101.24,
897,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,2,NO3,ugL,102.47,
920,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,1,PP,ugL,24.90,
921,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,2,PP,ugL,25.06,
902,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,1,PP,ugL,27.79,
903,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,2,PP,ugL,33.58,
922,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,1,SRP,ugL,1.58,
923,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,2,SRP,ugL,1.45,
904,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,1,SRP,ugL,1.36,
905,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,2,SRP,ugL,1.36,
916,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,1,TDN,ugL,177.95,
917,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,2,TDN,ugL,178.09,
898,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,1,TDN,ugL,221.95,
899,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,2,TDN,ugL,177.89,
918,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,1,TDP,ugL,1.88,
919,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,2,TDP,ugL,1.82,
900,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,1,TDP,ugL,1.36,
901,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,2,TDP,ugL,1.59,
924,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,1,TP,ugL,10.43,
925,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,2,TP,ugL,10.53,
906,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,1,TP,ugL,13.26,
907,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,2,TP,ugL,13.26,
926,2022-08-09,2022,33,2,41.913017,-82.7367,Surface,1,1,TSS,mgL,909.60,
908,2022-08-09,2022,33,2,41.913017,-82.7367,Bottom,11,1,TSS,mgL,2066.40,
945,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,CHLA,ugL,5.71,
946,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,CHLA,ugL,6.03,
927,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,CHLA,ugL,3.20,
928,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,CHLA,ugL,3.44,
947,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,DOC,mgL,1.95,
929,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,DOC,mgL,1.99,
948,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,NH4,ugL,11.59,
949,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,NH4,ugL,10.22,
930,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,NH4,ugL,26.49,
931,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,NH4,ugL,23.75,
950,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,NO3,ugL,105.69,
951,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,NO3,ugL,104.20,
932,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,NO3,ugL,84.93,
933,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,NO3,ugL,85.67,
956,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,PP,ugL,17.78,
957,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,PP,ugL,17.54,
938,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,PP,ugL,25.42,
939,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,PP,ugL,28.61,
958,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,SRP,ugL,2.53,
959,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,SRP,ugL,2.53,
940,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,SRP,ugL,1.86,
941,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,SRP,ugL,2.09,
952,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,TDN,ugL,176.21,
953,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,TDN,ugL,172.38,
934,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,TDN,ugL,171.18,
935,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,TDN,ugL,296.93,
954,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,TDP,ugL,1.76,
955,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,TDP,ugL,2.11,
936,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,TDP,ugL,1.71,
937,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,TDP,ugL,1.48,
960,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,TP,ugL,7.10,
961,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,2,TP,ugL,6.90,
942,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,TP,ugL,17.38,
943,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,2,TP,ugL,15.69,
962,2022-08-09,2022,33,4,41.8927,-82.5258,Surface,1,1,TSS,mgL,1611.00,
944,2022-08-09,2022,33,4,41.8927,-82.5258,Bottom,8,1,TSS,mgL,1812.00,
980,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,CHLA,ugL,11.87,
981,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,CHLA,ugL,12.02,
963,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,CHLA,ugL,6.28,
964,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,CHLA,ugL,6.06,
997,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,DMC,ugL,0.10,
998,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,DMC,ugL,0.10,
982,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,DOC,mgL,1.76,
965,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,DOC,mgL,1.70,
983,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,NH4,ugL,11.78,
984,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,NH4,ugL,11.20,
966,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,NH4,ugL,41.98,
967,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,NH4,ugL,14.33,
985,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,NO3,ugL,80.48,
986,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,NO3,ugL,76.53,
968,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,NO3,ugL,112.85,
969,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,NO3,ugL,113.59,
991,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,PP,ugL,51.78,
992,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,PP,ugL,54.93,
974,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,PP,ugL,37.72,
975,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,PP,ugL,40.71,
993,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,SRP,ugL,9.80,
994,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,SRP,ugL,9.38,
976,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,SRP,ugL,7.02,
977,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,SRP,ugL,6.79,
987,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,TDN,ugL,155.86,
988,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,TDN,ugL,160.24,
970,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,TDN,ugL,176.84,
971,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,TDN,ugL,177.22,
989,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,TDP,ugL,10.35,
990,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,TDP,ugL,11.50,
972,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,TDP,ugL,7.53,
973,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,TDP,ugL,7.35,
999,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,TMC,ugL,0.32,
1000,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,TMC,ugL,0.17,
995,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,1,TP,ugL,17.78,
996,2022-08-09,2022,33,5,42.002583,-82.5786,Surface,1,2,TP,ugL,17.88,
978,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,1,TP,ugL,10.38,
979,2022-08-09,2022,33,5,42.002583,-82.5786,Bottom,8.5,2,TP,ugL,10.53,
1016,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,CHLA,ugL,7.09,
1017,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,CHLA,ugL,7.60,
1001,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,CHLA,ugL,9.03,
1002,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,2,CHLA,ugL,8.54,
1033,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,DMC,ugL,0.11,
1034,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,DMC,ugL,0.14,
1018,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,DOC,mgL,1.80,
1003,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,DOC,mgL,1.71,
1019,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,NH4,ugL,12.37,
1020,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,NH4,ugL,11.20,
1004,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,NH4,ugL,24.53,
1005,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,2,NH4,ugL,20.80,
1021,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,NO3,ugL,127.68,
1022,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,NO3,ugL,115.82,
1006,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,NO3,ugL,115.32,
1007,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,2,NO3,ugL,109.64,
1027,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,PP,ugL,38.30,
1028,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,PP,ugL,41.13,
1012,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,PP,ugL,44.07,
1013,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,2,PP,ugL,40.51,
1029,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,SRP,ugL,8.91,
1030,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,SRP,ugL,9.10,
1014,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,SRP,ugL,11.72,
1015,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,2,SRP,ugL,11.72,
1023,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,TDN,ugL,223.28,
1024,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,TDN,ugL,175.46,
1008,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,TDN,ugL,177.20,
1009,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,2,TDN,ugL,171.16,
1025,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,TDP,ugL,10.99,
1026,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,TDP,ugL,11.45,
1010,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,1,TDP,ugL,14.16,
1011,2022-08-09,2022,33,6,42.0222,-82.6697,Bottom,8,2,TDP,ugL,14.04,
1035,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,TMC,ugL,0.26,
1036,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,TMC,ugL,0.27,
1031,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,1,TP,ugL,15.54,
1032,2022-08-09,2022,33,6,42.0222,-82.6697,Surface,1,2,TP,ugL,15.94,
1055,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,CHLA,ugL,7.80,
1056,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,CHLA,ugL,7.68,
1037,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,CHLA,ugL,7.59,
1038,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,CHLA,ugL,7.09,
1073,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,DMC,ugL,0.15,
1074,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,DMC,ugL,0.12,
1057,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,DOC,mgL,1.81,
1039,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,DOC,mgL,1.78,
1058,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,NH4,ugL,14.16,
1059,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,NH4,ugL,15.54,
1040,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,NH4,ugL,56.87,
1041,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,NH4,ugL,55.94,
1060,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,NO3,ugL,110.14,
1061,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,NO3,ugL,110.14,
1042,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,NO3,ugL,86.91,
1043,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,NO3,ugL,85.67,
1066,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,PP,ugL,26.83,
1067,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,PP,ugL,27.42,
1048,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,PP,ugL,63.39,
1049,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,PP,ugL,52.54,
1068,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,SRP,ugL,4.74,
1069,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,SRP,ugL,5.31,
1050,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,SRP,ugL,10.17,
1051,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,SRP,ugL,9.32,
1062,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,TDN,ugL,174.05,
1063,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,TDN,ugL,175.68,
1044,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,TDN,ugL,173.98,
1045,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,TDN,ugL,273.03,
1064,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,TDP,ugL,4.53,
1065,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,TDP,ugL,4.65,
1046,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,TDP,ugL,11.39,
1047,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,TDP,ugL,11.33,
1075,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,TMC,ugL,0.21,
1076,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,TMC,ugL,0.17,
1070,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,TP,ugL,12.07,
1071,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,2,TP,ugL,11.97,
1052,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,TP,ugL,26.03,
1053,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,2,TP,ugL,24.93,
1072,2022-08-09,2022,33,7,41.99605,-82.7179,Surface,1,1,TSS,mgL,2222.00,
1054,2022-08-09,2022,33,7,41.99605,-82.7179,Bottom,9.5,1,TSS,mgL,9123.00,
1101,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,CHLA,ugL,13.84,
1102,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,CHLA,ugL,12.07,
1077,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,CHLA,ugL,12.13,
1078,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,CHLA,ugL,12.80,
1107,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,CN,rat,4.69,
1108,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,CN,rat,6.59,
1083,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,CN,rat,5.66,
1084,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,CN,rat,5.38,
1109,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,DOC,mgL,1.85,
1085,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,DOC,mgL,1.98,
1110,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,NH4,ugL,18.84,
1111,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,NH4,ugL,14.53,
1086,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,NH4,ugL,13.75,
1087,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,NH4,ugL,13.35,
1112,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,NO3,ugL,91.99,
1113,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,NO3,ugL,78.22,
1088,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,NO3,ugL,91.52,
1089,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,NO3,ugL,-48.76,BDL
1117,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,PP,ugL,38.40,
1118,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,PP,ugL,37.75,
1094,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,PP,ugL,45.42,
1095,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,PP,ugL,44.84,
1105,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,SES_C,mgL,404.26,
1106,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,SES_C,mgL,550.78,
1081,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,SES_C,mgL,649.37,
1082,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,SES_C,mgL,667.53,
1103,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,SES_N,mgL,100.57,
1104,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,SES_N,mgL,97.47,
1079,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,SES_N,mgL,133.76,
1080,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,SES_N,mgL,144.66,
1119,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,SRP,ugL,1.07,
1120,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,SRP,ugL,0.44,
1096,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,SRP,ugL,0.47,
1097,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,SRP,ugL,1.71,
1114,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,TDN,ugL,367.74,
1090,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,TDN,ugL,176.19,
1091,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,TDN,ugL,362.92,
1115,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,TDP,ugL,6.43,
1116,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,TDP,ugL,4.93,
1092,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,TDP,ugL,2.97,
1093,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,TDP,ugL,2.86,
1121,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,TP,ugL,10.03,
1122,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,2,TP,ugL,9.08,
1098,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,TP,ugL,15.89,
1099,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,2,TP,ugL,13.31,
1123,2022-08-17,2022,34,2,41.913017,-82.7367,Surface,1,1,TSS,mgL,2864.00,
1100,2022-08-17,2022,34,2,41.913017,-82.7367,Bottom,11,1,TSS,mgL,3867.00,
1148,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,CHLA,ugL,7.21,
1149,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,CHLA,ugL,8.35,
1124,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,CHLA,ugL,8.01,
1125,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,CHLA,ugL,8.13,
1154,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,CN,rat,6.75,
1155,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,CN,rat,4.60,
1130,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,CN,rat,7.18,
1131,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,CN,rat,4.75,
1156,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,DOC,mgL,1.87,
1132,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,DOC,mgL,2.32,
1157,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,NH4,ugL,14.14,
1158,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,NH4,ugL,11.59,
1133,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,NH4,ugL,16.29,
1134,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,NH4,ugL,15.12,
1159,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,NO3,ugL,73.38,
1160,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,NO3,ugL,88.79,
1135,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,NO3,ugL,95.54,
1136,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,NO3,ugL,97.73,
1165,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,PP,ugL,29.80,
1166,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,PP,ugL,31.55,
1141,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,PP,ugL,33.27,
1142,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,PP,ugL,28.63,
1152,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,SES_C,mgL,358.42,
1153,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,SES_C,mgL,373.38,
1128,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,SES_C,mgL,417.48,
1129,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,SES_C,mgL,358.22,
1150,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,SES_N,mgL,61.92,
1151,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,SES_N,mgL,94.63,
1126,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,SES_N,mgL,67.79,
1127,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,SES_N,mgL,88.06,
1167,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,SRP,ugL,1.49,
1168,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,SRP,ugL,5.91,
1143,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,SRP,ugL,6.67,
1144,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,SRP,ugL,0.22,
1161,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,TDN,ugL,316.76,
1162,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,TDN,ugL,315.38,
1137,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,TDN,ugL,338.63,
1138,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,TDN,ugL,337.44,
1163,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,TDP,ugL,1.76,
1164,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,TDP,ugL,2.05,
1139,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,TDP,ugL,1.65,
1140,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,TDP,ugL,1.59,
1169,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,TP,ugL,4.12,
1170,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,2,TP,ugL,6.35,
1145,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,TP,ugL,5.66,
1146,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,2,TP,ugL,4.66,
1171,2022-08-17,2022,34,4,41.8927,-82.5258,Surface,1,1,TSS,mgL,1568.00,
1147,2022-08-17,2022,34,4,41.8927,-82.5258,Bottom,8,1,TSS,mgL,1540.00,
1196,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,1,CHLA,ugL,6.30,
1197,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,2,CHLA,ugL,5.75,
1172,2022-08-17,2022,34,5,42.002583,-82.5786,Bottom,8.5,1,CHLA,ugL,4.79,
1173,2022-08-17,2022,34,5,42.002583,-82.5786,Bottom,8.5,2,CHLA,ugL,5.09,
1202,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,1,CN,rat,5.07,
1203,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,2,CN,rat,6.96,
1178,2022-08-17,2022,34,5,42.002583,-82.5786,Bottom,8.5,1,CN,rat,2.93,
1179,2022-08-17,2022,34,5,42.002583,-82.5786,Bottom,8.5,2,CN,rat,3.87,
1221,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,1,DMC,ugL,0.13,
1222,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,2,DMC,ugL,0.10,
1204,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,1,DOC,mgL,1.85,
1180,2022-08-17,2022,34,5,42.002583,-82.5786,Bottom,8.5,1,DOC,mgL,1.94,
1205,2022-08-17,2022,34,5,42.002583,-82.5786,Surface,1,1,NH4,ugL,16.88,
